Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.327202136293, 0.540264323298, 142
boring, 0.611744438294, 0.672355180421, 167
calm, 0.414168347915, 0.601190009148, 132
cold, 0.745251648682, 0.896058693359, 484
common, 0.312508491112, 0.543108576944, 157
confident, 0.579872841627, 0.69907810094, 202
egotistic, 0.571690833972, 0.68983480797, 177
emotUnstable, 0.567668556321, 0.686634737088, 106
forgettable, 0.483613481555, 0.675908727009, 308
intelligent, 0.520918733402, 0.689400406538, 167
introverted, 0.610754537415, 0.709432106665, 147
kind, 0.755720270274, 0.898664700315, 500
responsible, 0.626103507134, 0.754103841955, 157
trustworthy, 0.673574847475, 0.858844240882, 464
unattractive, 0.657182096777, 0.702963709336, 81
unemotional, 0.681917494223, 0.774116890062, 96
unfamiliar, 0.367450321963, 0.524865582443, 127
unfriendly, 0.759535743981, 0.885241324069, 469
unhappy, 0.753154120762, 0.800074502083, 101
weird, 0.495994433087, 0.633825495666, 152
aggressive, 0.693386012922, 0.791035337339, 217
attractive, 0.735448514522, 0.830886288204, 338
caring, 0.780943409221, 0.837463416697, 212
emotStable, 0.617666287532, 0.817928806643, 464
emotional, 0.627646992435, 0.597378330274, 21
familiar, 0.444451196621, 0.477633087179, 41
friendly, 0.802589009881, 0.858921382939, 227
happy, 0.81276589877, 0.9177293734, 474
humble, 0.626474187026, 0.723279354147, 212
interesting, 0.524172517411, 0.692106858372, 162
irresponsible, 0.642846158491, 0.708302208096, 101
mean, 0.713963977475, 0.795253229187, 202
memorable, 0.458771314299, 0.597789084832, 142
normal, 0.60078680503, 0.708566489835, 227
sociable, 0.757972862464, 0.854206116371, 313
typical, 0.386439161327, 0.607439559927, 242
uncertain, 0.585021027322, 0.643852101435, 101
uncommon, 0.311200599194, 0.503505621185, 116
unintelligent, 0.52050640594, 0.63256426773, 101
untrustworthy, 0.694484027088, 0.775016438608, 227
