Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.392933363345, 0.401425946062, 0.498490553204, 0.486272587078, 71, 56
boring, 0.585076290709, 0.619024542203, 0.596423270259, 0.657396293915, 71, 91
calm, 0.469728135785, 0.439923567952, 0.554064500032, 0.522580534695, 76, 71
cold, 0.803948544178, 0.784175739086, 0.831318530433, 0.896419159992, 76, 500
common, 0.311327648081, 0.352781670134, 0.459702183382, 0.381371000211, 51, 21
confident, 0.611535689729, 0.624632982933, 0.61938275847, 0.663689923938, 81, 86
egotistic, 0.596253389048, 0.601729224607, 0.684439615457, 0.655028027911, 106, 86
emotUnstable, 0.606552616983, 0.655056851431, 0.681192029296, 0.67970166319, 76, 86
forgettable, 0.373663172606, 0.470405470206, 0.583827521679, 0.56360655096, 207, 71
intelligent, 0.517246898387, 0.598805804845, 0.592003834309, 0.693891610334, 81, 162
introverted, 0.63079808021, 0.637874534189, 0.708203766286, 0.831027070152, 71, 489
kind, 0.783695313933, 0.801361766822, 0.848159069513, 0.861075985596, 192, 353
responsible, 0.635924488643, 0.68021593254, 0.679495025437, 0.751708279641, 61, 142
trustworthy, 0.707350969481, 0.734099892384, 0.743422979183, 0.821312564937, 61, 323
unattractive, 0.628007545856, 0.721800867513, 0.659691086578, 0.747362980058, 71, 116
unemotional, 0.728473431404, 0.72407471035, 0.792655816674, 0.794361547103, 61, 111
unfamiliar, 0.374311081383, 0.429582565009, 0.434290279442, 0.505490141886, 31, 61
unfriendly, 0.796865768197, 0.780722297458, 0.829395303903, 0.844375011133, 96, 247
unhappy, 0.822961776157, 0.804810607945, 0.835340471904, 0.854100750786, 76, 242
weird, 0.462725138074, 0.563904151537, 0.572182699441, 0.603338936973, 71, 71
aggressive, 0.700307886374, 0.719426284128, 0.795117137882, 0.848564121711, 182, 419
attractive, 0.671363626049, 0.764532245592, 0.724830139253, 0.794873910406, 106, 132
caring, 0.773089784608, 0.814662417519, 0.838715383873, 0.859848338765, 172, 348
emotStable, 0.6470613101, 0.68891514638, 0.690149245274, 0.819623801723, 76, 434
emotional, 0.586262235986, 0.566301126293, 0.652383803302, 0.687097683804, 56, 106
familiar, 0.446313128278, 0.442165561963, 0.518124953621, 0.494058332359, 101, 46
friendly, 0.833906433973, 0.825060751953, 0.857437797574, 0.896181826495, 116, 409
happy, 0.860318255912, 0.848339846694, 0.890896965446, 0.895043932602, 187, 318
humble, 0.62746291803, 0.654462733999, 0.659934017221, 0.688423916881, 61, 132
interesting, 0.569873946666, 0.613194976678, 0.616546838997, 0.618722472849, 116, 76
irresponsible, 0.626063080659, 0.639514631734, 0.67805952911, 0.725980657376, 71, 106
mean, 0.745561744685, 0.729823015047, 0.80766426262, 0.859818345522, 137, 419
memorable, 0.419077963164, 0.508315423291, 0.529454918602, 0.55366990196, 172, 71
normal, 0.532323662183, 0.597020870256, 0.664814132975, 0.708963302991, 76, 152
sociable, 0.796121000051, 0.796456016169, 0.817243064417, 0.818853580494, 101, 132
typical, 0.387471385488, 0.361011215012, 0.496929593326, 0.670028048739, 71, 368
uncertain, 0.668012291351, 0.65646467569, 0.672929986214, 0.643619132041, 76, 46
uncommon, 0.376299027013, 0.396444873576, 0.484125983793, 0.544692918893, 71, 142
unintelligent, 0.52271622139, 0.589689709819, 0.576620863441, 0.669824016848, 61, 132
untrustworthy, 0.689340164703, 0.70469957441, 0.722009244953, 0.834870898686, 71, 419
